waktu,tweets,label
2018-11-02 12:44:24,"Kecelakaan terjadi tanpa harapan, melainkan karena garis takdir tuhan. #kuwera#PrayForJT610 #01jokowilagi",netral
2018-11-02 12:32:54,"Dalam setiap kecelakaan pesawat, Black Box akan langsung diburu karena bisa jadi kunci tahu penyebabnya. ",netral
2018-11-02 12:32:24,"Kisah Pencipta Black Box Pesawat, Kehilangan Ayah Karena Kecelakaan Pesawat #lionair610 #PrayForJT610 #Persib",netral
2018-11-02 12:23:27,Hargai hidup anda Qoutes dari ig @risala.Motivasi #qoutes #risalamotivasi #PrayForJT610,netral
2018-11-02 12:12:59,#PrayForJT610 Aku tau ini tak mudah. Tapi kuyakin kalian pasti akan kuat menghadapinya. Percaya dengan adanya keajaiban. Allahuakbar,positif
2018-11-02 12:09:50,Aksi seribu lilin dan doa bersama untuk korban #LionAirJT 610 oleh pramugari #LionAir dan Polsek Balaraja.,positif
2018-11-02 12:05:19,"Untuk saat ini, fokus pemerintah ialah untuk melakukan pencarian dan penyelamatan para korban. Presiden Joko Widodo",netral
2018-11-02 11:38:36,Semoga korban lion air segera ditemukan.\n#PrayForJT610,netral
2018-11-02 11:32:28,"Kepada netijen, waktu dan tempat dipersilakan \n\n#JanganSuriahkanIndonesia #JumatBerkah #Demo211HTI",negatif
2018-11-02 11:25:07,Shut up your mouth dude!! Jangan bohong mulu...Eneq! Sampe ttg pesawat juga fxxking bulshit! #howcouldyou #PrayForJT610,negatif
2018-11-02 11:23:09,"3. Dalam pernyataannya, Presiden @jokowi memahami duka yang dirasakan oleh para keluarga korban #PrayForJT610 #LionAirJT610",netral
2018-11-02 10:59:57,Tidak baik memanfaatkan musibah untuk memperoleh suara. #PrayForJT610 #SandiaGagalPaham #koalisiPraBohong,positif
2018-11-02 10:52:01,"aku kalo balek ke Pekanbaru selalu pakai maskapai Lion, soalnya murah yakan walaupun delay melulu:( sempat agak takut",netral
2018-11-02 10:30:53,Tiap 2 November Gereja Katolik di seluruh dunia memperingati Hari Arwah Semua Orang Beriman. ,positif
2018-11-02 10:21:15,Demi pencitraan apa pun kau lakukan ya...Gak terfikir ya di pikiran mu bagaimana perasaan keluarga korban,positif
2018-11-02 10:09:29,Berikan yang terbaik untuk hari ini Dan biar Tuhan yang menentukan hasilnya nanti #JumatBerkah #PrayForLionAir #JT610 #PrayForJT610,netral
2018-11-02 10:01:12,"Lion ditakdirkan serba fenomenal: pertumbuhan bisnisnya, keparahan keterlambatan jadwalnya, dan kini jumlah kecelak",negatif
2018-11-02 9:54:24,Semoga Allah melindungi sdr2 q di setiap hamparan bumiNya...#JumatBerkah #PrayForJT610 #BelaKalimatTauhid,positif
2018-11-02 9:40:36,"Sangat melelahkan, Sekarang aku menyadari bekerja bukanlah gampang, hidup tidaklah mudah dan gembira bukan gampang",netral
2018-11-02 9:37:50,Rencana Oprerasi H 5 Jumat 2 Nopember 2018. Info @SAR_NASIONAL #PrayForJT610,netral
2018-11-02 9:29:15,Nilai pertanggungan asuransi penumpang JT610 sudah diatur perjanjian polis &amp; mengacu Permenhub No.77 Tahun 2011,netral
2018-11-02 9:27:52,Saat ini Tugu Insurance sudah siap untuk melaksanakan pencairan klaim korban musibah JT610 melalui koordinasi & kerjsama,positif
2018-11-02 9:17:19,"Terkait proses pencairan klaim, Indra menegaskan, kewajiban dan komitmen Tugu Insurance adalah untuk menyelesaikan",netral
2018-11-02 9:12:52,"""Kami sebagai perusahaan asuransi siap 100 % membayar kewajiban klaim kepada ahli waris dan pihak tertanggung musib",positif
2018-11-02 8:57:59,"Segenap keluarga besar anak usaha Pertamina, Tugu Insurance, menyampaikan turut berduka atas musibah pesawat Lion Air",positif
2018-11-02 8:51:35,"llmu politik ilmu utak-atik, para konsultan menjadi juru taktik.#Politik #IndonesiaLeaks #likeforfolow #F4F2F\xe2\x80\xa6 https://t.co/wP3C2Efx7X'",negatif
2018-11-02 8:47:32,Perjuangan politik haruslah dalam koridor konstitusi. Harus dilakukan tanpa kekerasan.\n#Indonesia #Politik,negatif
2018-11-02 8:24:21,Hanya Rindu\nItu saja \n\xf0\x9f\x98\x90\n\n#JumatBerkah #PrayForJT610 ,negatif
2018-11-02 8:05:07,Pendidikan politik rakyat hanya akan berhasil dalam sistem yang demokratis dan adanya jaminan atas HAM.#Politik ,negatif
2018-11-02 7:59:00,"Usia muda adalah modal agar tangan terus terkepal, untuk arungi medan politik yang terjal.#Politik #Indonesia",negatif
2018-11-02 7:44:40,Manusia pada dasarnya adalah binatang politik.#Politik #JumatBerkah #likeforfolow #F4F2F #l4like #PrayForJT610,negatif
2018-11-02 7:29:50,"b""#PrayForJT610 \ninnalillahi wa innailaihi roji'un ",netral
2018-11-02 7:17:19,#PrayForJT610 Jangan Lupa Sarapan #JumatBerkah #HAPPY_BIRTHDAY_WOOJIN,negatif
2018-11-02 6:54:41,Yang lebih penting dari politik adalah kemanusiaan.#Politik #MutiaraKata #likeforfolow #F4F2F #l4like #PrayForJT610,positif
2018-11-02 6:52:11,"Ambisi politik tentu wajar saja, selama pandai menginsyafi batasan etika. #BelaKalimatTauhid",negatif
2018-11-02 6:45:51,Apalagi sudah di bumbui Tentang Agama #BelaKalimatTauhid #BanserPenjagaSetiaNKRI #likeforfolow #F4F2F #l4like,negatif
2018-11-02 6:39:35,"Kotak hitam Lion air JT610 udah di temukan, yang belum ditemukan otak hitam yang mau demo tauhid hari ini.",negatif
2018-11-02 6:34:18,Saudaraku .. dimana pun kamu bagaimanapun kamu aku berdoa Tuhan menempatkan mu ditempat yang indah ...,positif
2018-11-02 6:16:38,Bismillah ... Semoga kami diberikan kemudahan dan kelancaran dalam beribadah mencari Rizky untuk keluarga kami Aami,negatif
2018-11-02 6:11:49,Regran from Abibayu Gustri \n\nTurut berdoa bagi korban Pesawat PK-LQP\n\n#prayforjt610 \n#prayforpklqp \n#PKLQP ,positif
2018-11-02 6:10:56,semoga tabir segera tersingkap #PrayForJT610 ,netral
2018-11-02 6:06:11,"BASARNAS - TNI - POLRI masih sibuk evakuasi korban Lion Air, Sekelompok orang sibuk menggalang massa untuk aksi #PRAYFORJT610'",positif
2018-11-02 5:56:35,"Ternyata ada juga di planet ini, maskapai yang belum pernah mengalami kecelakaan teramat fatal. Sayangnya, tak satu",negatif
2018-11-02 5:37:23,Jgn sebarkan photo Korban apalagi Hoax #PrayforJT610',positif
2018-11-02 5:19:44,Semoga para korban mendapatkan tempat terbaik di sisi Tuhan YME #PrayForJT610 #LionAir #JumatBerkah,positif
2018-11-02 5:03:10,"Luar biasa memang penyakit hoaks di negeri ini. Bahkan dalam peristiwa memilukan seperti #JT610 saja, masih ada jug",positif
2018-11-02 5:00:35,mereka sudah terbang sangat tinggi.. #PrayForJT610',netral
2018-11-02 4:38:02,"Dengan Menaiki Angin, kupercaya nyanyian dapat menuju kemanapun \nBaik Kegembiraan maupun kesedihan akan melintasi ",netral
2018-11-02 4:21:55,pagi adalah kekasih. senja adalah muhasabah. bayangan malam menikam sukma. begitulah perjalanan manusia. hanya kep,netral
2018-11-02 4:12:13,"Maki diikutin makin sedih ya... Ya Allah tempatkanlah mereka di surgamu, dan jauhkan mereka dari siksaan kubur amin #PrayForJT610'",positif
2018-11-02 4:06:24,"Orang-orang Instagram pada udah sakit ya, banyak banget fake accountnya pramugari Lion Air JT610. Sumpah lo cari fo",negatif
2018-11-02 4:04:09,"Iiihhh... Makin seram sama LION AIR\n\nPesawat bermasalah, penumpang 3 jam telantar di KNIA. nanti dipaksa terbang",negatif
2018-11-02 3:56:34,"""semoga Sang Pencipta memberikan tempat terbaik"" adalah harapan untuk diberikan yang terbaik berarti ada yang tidak",positif
2018-11-02 3:54:32,65 Kantong Jenazah Korban Lion Air Diterima DVI Polri,netral
2018-11-02 3:53:03,jurnalisnya blg kalo makin hari makin bau anyir. #PrayForJT610,negatif
2018-11-02 3:50:43,Banyak yang jadi pengamat transportasi dadakan #prayforJT610,netral
2018-11-02 3:29:39,"Gatau tentang aviasi jangan berkoar koar bacot ,kesel liatnya! #PrayForJT610",negatif
2018-11-02 3:26:57,@azzumjordhanw Jangan takut utk menegur pihak yg melalaikan kewajibannya. Dari pihak penyedia maupun pengguna layanan,netral
2018-11-02 3:21:38,"Karena yg baik itu banyak, tapi yg tepat cuma satu #cumakutipan #JumatBerkah #PrayForJT610",netral
